year,state,cause,sum(deaths)
2007,Nevada,Stroke,850
2016,Idaho,Unintentional injuries,849
2015,South Carolina,Influenza and pneumonia,848
1999,New Mexico,CLRD,848
2006,Nevada,Stroke,847
2000,Georgia,Suicide,847
2016,Iowa,Diabetes,847
2015,Alaska,Heart disease,846
2006,South Carolina,Kidney disease,846
2008,Arkansas,Influenza and pneumonia,846
2002,West Virginia,Diabetes,846
2005,Minnesota,Influenza and pneumonia,846
2000,Minnesota,Influenza and pneumonia,845
2000,Kentucky,Alzheimer's disease,845
2000,Oregon,Diabetes,844
2007,Tennessee,Suicide,844
2015,Idaho,CLRD,843
2011,Maine,CLRD,842
2012,Connecticut,Alzheimer's disease,842
2013,West Virginia,Diabetes,841
2003,Arizona,Suicide,840
2004,West Virginia,Diabetes,840
2007,Alaska,Cancer,839
2008,Connecticut,Alzheimer's disease,839
2006,Arkansas,Diabetes,839
2000,Nebraska,CLRD,838
2007,Arkansas,Diabetes,838
2004,Arkansas,Diabetes,838
2003,Kentucky,Kidney disease,838
2014,South Carolina,Kidney disease,837
2013,Utah,Stroke,836
2013,Arkansas,Diabetes,835
2014,Colorado,Diabetes,835
2015,Maryland,Kidney disease,834
2001,West Virginia,Unintentional injuries,834
2006,Louisiana,Influenza and pneumonia,833
2012,Arkansas,Diabetes,833
2000,Maine,Stroke,833
2007,Tennessee,Kidney disease,831
2016,Alaska,Heart disease,831
2005,Maine,CLRD,830
2006,Kansas,Alzheimer's disease,830
2004,Washington,Suicide,830
2008,Iowa,Influenza and pneumonia,829
2009,Indiana,Suicide,828
2001,Minnesota,Influenza and pneumonia,828
2014,Arkansas,Diabetes,828
2004,Virginia,Suicide,828
2004,Kentucky,Kidney disease,827
2010,Kansas,Alzheimer's disease,825
2005,Arkansas,Diabetes,824
2013,Connecticut,Alzheimer's disease,824
2011,Idaho,CLRD,824
2007,Arkansas,Alzheimer's disease,824
2006,Indiana,Suicide,824
2001,New Mexico,Stroke,824
2005,South Carolina,Kidney disease,823
2002,Maine,Stroke,823
2016,Maryland,Kidney disease,823
2005,Washington,Suicide,822
2016,Oklahoma,Suicide,822
2014,New Mexico,Stroke,822
2001,Maine,Stroke,822
2009,Maine,CLRD,821
2010,Connecticut,Alzheimer's disease,820
2013,Nebraska,Stroke,820
2014,Idaho,CLRD,819
2004,South Carolina,Kidney disease,818
2014,West Virginia,Diabetes,818
2012,Maine,CLRD,817
1999,New Mexico,Stroke,817
2000,West Virginia,Unintentional injuries,817
1999,Washington,Suicide,816
2016,South Carolina,Suicide,815
2004,Nebraska,CLRD,815
2016,Washington,Influenza and pneumonia,815
2015,New Hampshire,Unintentional injuries,815
2006,Washington,Influenza and pneumonia,814
2008,Minnesota,Kidney disease,813
2002,Kentucky,Kidney disease,813
2000,New Mexico,Stroke,813
2011,Connecticut,Alzheimer's disease,813
2002,Hawaii,Stroke,812
2000,Maryland,Alzheimer's disease,811
2000,Louisiana,Alzheimer's disease,811
2002,Washington,Suicide,811
2005,Connecticut,Diabetes,811
2007,Utah,Unintentional injuries,811
2007,Colorado,Suicide,811
2015,Utah,CLRD,811
2004,Oklahoma,Influenza and pneumonia,810
2003,Colorado,Influenza and pneumonia,810
2011,Tennessee,Kidney disease,810
2011,Nebraska,Stroke,810
2010,Maine,CLRD,809
2006,Washington,Suicide,809
2000,Mississippi,Influenza and pneumonia,809
2008,Indiana,Suicide,809
2012,Utah,Stroke,809
2013,Idaho,CLRD,808
2003,Virginia,Suicide,808
2012,Louisiana,Influenza and pneumonia,808
2007,Missouri,Suicide,808
2009,Minnesota,Kidney disease,807
2003,West Virginia,Diabetes,807
2001,Kentucky,Kidney disease,807
1999,Colorado,Influenza and pneumonia,807
2010,New Mexico,Stroke,806
2007,South Carolina,Kidney disease,806
2007,New Mexico,Stroke,804
2006,Iowa,Diabetes,804
2008,Colorado,Suicide,803
2009,Maryland,Kidney disease,803
2003,Washington,Suicide,803
2010,Maryland,Kidney disease,803
2015,Maine,Unintentional injuries,802
2001,West Virginia,Diabetes,802
2009,Kansas,Alzheimer's disease,802
2003,Maine,Stroke,802
2011,South Carolina,Kidney disease,802
2007,Oklahoma,Influenza and pneumonia,801
1999,Mississippi,Influenza and pneumonia,801
2002,Mississippi,Influenza and pneumonia,801
2004,Maine,Stroke,801
2005,Colorado,Suicide,800
2001,Maine,CLRD,800
2006,Connecticut,Influenza and pneumonia,800
2007,West Virginia,Diabetes,800
2006,Missouri,Suicide,799
2015,Nebraska,Unintentional injuries,799
2002,Virginia,Suicide,799
2000,Arkansas,Influenza and pneumonia,798
1999,West Virginia,Unintentional injuries,798
2014,Nebraska,Stroke,798
2004,Colorado,Suicide,797
2003,South Carolina,Kidney disease,797
2007,Mississippi,Alzheimer's disease,797
2012,Colorado,Diabetes,797
2001,Virginia,Suicide,797
2010,Nevada,Stroke,796
2011,Kansas,Alzheimer's disease,795
2005,Utah,Stroke,794
2013,Arkansas,Influenza and pneumonia,794
2003,Oklahoma,Alzheimer's disease,794
2008,Maine,CLRD,794
2010,Wisconsin,Suicide,793
2002,Arkansas,Diabetes,793
2012,Nebraska,Unintentional injuries,792
2004,Tennessee,Suicide,792
2015,Mississippi,Influenza and pneumonia,791
1999,Virginia,Suicide,791
2002,Maine,CLRD,791
2001,Wisconsin,Kidney disease,791
2014,Kansas,Alzheimer's disease,790
2006,Alaska,Cancer,790
2011,Colorado,Diabetes,790
2011,West Virginia,Diabetes,790
2007,Indiana,Suicide,790
2015,Oklahoma,Suicide,790
2004,Utah,Stroke,790
2015,New Jersey,Suicide,789
2012,Kansas,Alzheimer's disease,789
2016,Alabama,Suicide,788
2013,Colorado,Diabetes,788
2016,Nebraska,Stroke,787
2011,Arkansas,Kidney disease,787
2016,West Virginia,Alzheimer's disease,786
2015,New Mexico,Stroke,786
2014,New Jersey,Suicide,786
2016,Mississippi,Influenza and pneumonia,785
2015,West Virginia,Diabetes,784
2000,Arizona,Suicide,784
2006,Arkansas,Alzheimer's disease,783
2006,Maine,CLRD,783
2003,Maine,CLRD,782
2006,Connecticut,Diabetes,782
2011,Utah,Stroke,782
2014,Oregon,Suicide,782
2014,Alaska,Heart disease,782
2001,Idaho,Stroke,781
2003,Kansas,Alzheimer's disease,781
2014,Nebraska,Unintentional injuries,781
2002,South Carolina,Kidney disease,781
2007,Minnesota,Kidney disease,780
2009,Colorado,Diabetes,779
2008,Missouri,Suicide,779
2014,Arizona,Influenza and pneumonia,779
2002,Tennessee,Suicide,778
2009,Connecticut,Alzheimer's disease,778
2010,Oklahoma,Influenza and pneumonia,778
2005,Connecticut,Alzheimer's disease,777
2012,Nebraska,Stroke,776
2015,Nebraska,Stroke,776
2007,Connecticut,Influenza and pneumonia,776
2013,Arizona,Influenza and pneumonia,776
2013,Idaho,Unintentional injuries,776
2010,West Virginia,Diabetes,776
2002,Arkansas,Influenza and pneumonia,776
2015,Kentucky,Suicide,776
2008,Maryland,Kidney disease,775
2015,Arizona,Influenza and pneumonia,775
2001,New Mexico,CLRD,775
2016,Nebraska,Unintentional injuries,772
1999,Alabama,Alzheimer's disease,772
2006,Arkansas,Influenza and pneumonia,772
2016,Oregon,Suicide,772
1999,Idaho,Stroke,771
2008,Washington,Influenza and pneumonia,771
2005,South Carolina,Influenza and pneumonia,771
2003,New Mexico,Stroke,770
2004,South Carolina,Influenza and pneumonia,770
2006,Iowa,Influenza and pneumonia,770
2011,Iowa,Diabetes,770
2014,Wisconsin,Suicide,769
2013,Mississippi,Influenza and pneumonia,769
2000,Iowa,Alzheimer's disease,769
2004,Kansas,Alzheimer's disease,769
2011,South Carolina,Influenza and pneumonia,768
2010,Arizona,Influenza and pneumonia,768
2013,Washington,Influenza and pneumonia,768
2006,Tennessee,Kidney disease,768
2000,Virginia,Suicide,768
2000,Maine,CLRD,768
2004,Connecticut,Diabetes,767
2000,New Mexico,CLRD,767
2001,Arizona,Suicide,767
2006,Maryland,Kidney disease,767
2007,Iowa,Diabetes,767
2008,Colorado,Diabetes,767
2001,Hawaii,Stroke,766
2004,Maine,CLRD,766
1999,Arizona,Suicide,766
2005,West Virginia,Diabetes,766
2014,Idaho,Unintentional injuries,765
2002,Kansas,Diabetes,765
2007,Connecticut,Alzheimer's disease,764
2008,Iowa,Diabetes,764
2014,Mississippi,Influenza and pneumonia,763
2016,Mississippi,Kidney disease,763
2002,Nebraska,Unintentional injuries,762
2003,Tennessee,Suicide,762
2013,Arkansas,Kidney disease,762
2003,Idaho,Stroke,762
2015,Oregon,Suicide,762
1999,Hawaii,Stroke,762
2013,Iowa,Influenza and pneumonia,761
2008,New Mexico,Stroke,760
2004,Arkansas,Influenza and pneumonia,759
2000,West Virginia,Diabetes,759
2013,Oklahoma,Influenza and pneumonia,759
2001,Connecticut,Diabetes,759
2009,South Carolina,Influenza and pneumonia,759
2008,Mississippi,Diabetes,758
2003,Mississippi,Influenza and pneumonia,758
2013,New Jersey,Suicide,757
2014,Utah,CLRD,757
2000,Kentucky,Kidney disease,756
2016,Kentucky,Suicide,756
1999,Colorado,Alzheimer's disease,756
2001,Arkansas,Diabetes,756
2002,Kansas,Alzheimer's disease,755
2007,Utah,Stroke,755
2001,Mississippi,Influenza and pneumonia,754
2012,Idaho,CLRD,754
2002,Oklahoma,Alzheimer's disease,754
2001,South Carolina,Influenza and pneumonia,754
2004,New Mexico,CLRD,753
2015,Louisiana,Influenza and pneumonia,753
2005,Colorado,Diabetes,753
2008,West Virginia,Diabetes,753
2014,South Carolina,Suicide,753
2005,Maryland,Kidney disease,752
2003,Hawaii,Stroke,752
2002,Colorado,Influenza and pneumonia,752
2014,South Carolina,Influenza and pneumonia,751
1999,Maine,CLRD,751
2013,Minnesota,Influenza and pneumonia,751
2014,Maryland,Kidney disease,751
2000,Wisconsin,Kidney disease,751
2004,Minnesota,Influenza and pneumonia,750
2015,Alabama,Suicide,750
2006,Kansas,Diabetes,749
2007,Iowa,Influenza and pneumonia,749
2008,Utah,Stroke,748
2000,Hawaii,Stroke,747
2010,South Carolina,Influenza and pneumonia,747
2013,Iowa,Diabetes,747
2013,South Carolina,Influenza and pneumonia,747
2015,Idaho,Unintentional injuries,746
2009,West Virginia,Diabetes,746
2005,Indiana,Suicide,745
2011,Wisconsin,Suicide,745
2016,Minnesota,Suicide,745
2008,Minnesota,Influenza and pneumonia,745
2006,Mississippi,Alzheimer's disease,744
2002,Indiana,Suicide,743
2005,Utah,Unintentional injuries,743
2006,West Virginia,Diabetes,743
2000,Kansas,Influenza and pneumonia,743
2004,Nebraska,Unintentional injuries,743
2007,Washington,Influenza and pneumonia,743
2008,Wisconsin,Suicide,743
2008,Kansas,Influenza and pneumonia,743
2013,Kansas,Alzheimer's disease,742
2015,South Carolina,Suicide,742
2012,West Virginia,Diabetes,741
1999,Arkansas,Influenza and pneumonia,741
2001,Nevada,Unintentional injuries,739
2011,Alaska,Heart disease,739
2006,New Mexico,Stroke,739
2010,Utah,Stroke,739
2015,Minnesota,Influenza and pneumonia,738
2010,Mississippi,Kidney disease,738
2009,Utah,Stroke,738
2015,West Virginia,Alzheimer's disease,738
2004,Washington,Influenza and pneumonia,738
2010,Arkansas,Kidney disease,737
2013,Maryland,Kidney disease,737
2014,Oklahoma,Suicide,736
2003,Indiana,Suicide,736
2002,Idaho,Stroke,736
2001,Arkansas,Influenza and pneumonia,735
2003,Alaska,Cancer,735
2015,Hawaii,Stroke,735
2002,Iowa,Diabetes,734
2007,Arkansas,Influenza and pneumonia,734
2012,Arkansas,Influenza and pneumonia,734
2011,Washington,Influenza and pneumonia,734
1999,West Virginia,Diabetes,734
2010,Iowa,Diabetes,733
2005,Alaska,Cancer,732
2013,Mississippi,Kidney disease,731
2007,Maryland,Kidney disease,731
2015,Mississippi,Kidney disease,731
2005,Kansas,Influenza and pneumonia,730
2005,New Mexico,Stroke,730
2015,Minnesota,Suicide,730
2000,Nevada,Unintentional injuries,730
2000,Tennessee,Suicide,730
2006,Colorado,Suicide,730
2014,Washington,Influenza and pneumonia,729
2007,Wisconsin,Suicide,729
2001,Minnesota,Kidney disease,729
2006,Connecticut,Alzheimer's disease,728
2014,Kentucky,Suicide,728
1999,Kentucky,Alzheimer's disease,728
2004,Alaska,Cancer,728
2003,Colorado,Suicide,728
2007,Maine,CLRD,728
2012,Washington,Influenza and pneumonia,728
2009,Washington,Influenza and pneumonia,728
2005,Iowa,Diabetes,727
2008,South Carolina,Influenza and pneumonia,727
2011,Arkansas,Influenza and pneumonia,727
2000,Washington,Suicide,727
2002,Colorado,Suicide,727
2011,New Mexico,Stroke,727
2005,Missouri,Suicide,727
2003,Iowa,Diabetes,727
2016,Kansas,Diabetes,727
2010,Idaho,CLRD,727
2009,New Mexico,Stroke,726
1999,Tennessee,Suicide,726
2012,South Carolina,Influenza and pneumonia,726
2009,Idaho,CLRD,725
2006,Idaho,Stroke,725
2001,Missouri,Suicide,725
2006,South Carolina,Influenza and pneumonia,724
2012,Kentucky,Suicide,724
2009,Wisconsin,Suicide,724
2012,Alabama,Suicide,724
2012,Oregon,Suicide,724
2014,Oklahoma,Influenza and pneumonia,723
2007,South Carolina,Influenza and pneumonia,723
2008,Mississippi,Kidney disease,723
2012,Wisconsin,Suicide,723
2001,Colorado,Suicide,722
2016,Montana,CLRD,722
2015,Louisiana,Suicide,722
2016,Arkansas,Kidney disease,722
2004,New Mexico,Stroke,721
2013,Alabama,Suicide,721
2001,Kansas,Diabetes,721
2010,Colorado,Diabetes,721
2005,Mississippi,Alzheimer's disease,721
2000,Idaho,Stroke,720
2016,Louisiana,Influenza and pneumonia,720
2010,New Jersey,Suicide,719
2005,Tennessee,Kidney disease,719
2005,Idaho,Stroke,718
2013,Utah,CLRD,718
2015,Oklahoma,Influenza and pneumonia,717
2005,Idaho,CLRD,717
2014,New Hampshire,Unintentional injuries,716
2006,Utah,Unintentional injuries,715
2004,Missouri,Suicide,715
2002,Alaska,Cancer,715
2002,New Mexico,Stroke,715
2014,Alabama,Suicide,715
2001,Indiana,Suicide,715
2013,Kansas,Influenza and pneumonia,715
2009,Alaska,Heart disease,714
2004,Hawaii,Stroke,714
2008,Nebraska,Unintentional injuries,714
2000,Arkansas,Diabetes,714
2002,Utah,Unintentional injuries,714
2011,Maryland,Kidney disease,713
2004,Idaho,Stroke,712
2001,Washington,Suicide,712
2000,Colorado,Alzheimer's disease,712
2001,Tennessee,Suicide,711
2006,Minnesota,Kidney disease,711
2011,Kansas,Diabetes,711
2007,Colorado,Diabetes,710
2011,Idaho,Unintentional injuries,710
2005,Kansas,Diabetes,710
1999,Nevada,Unintentional injuries,710
2014,Arkansas,Influenza and pneumonia,710
2001,Iowa,Diabetes,709
2003,Colorado,Diabetes,708
2012,Alaska,Heart disease,708
2006,Mississippi,Diabetes,707
2015,Arkansas,Kidney disease,707
2010,Alaska,Heart disease,707
1999,Iowa,Alzheimer's disease,706
2013,Alaska,Heart disease,706
2008,Kansas,Diabetes,706
2009,Arkansas,Influenza and pneumonia,705
2015,New Hampshire,CLRD,705
2005,Nebraska,Unintentional injuries,704
2000,Alaska,Cancer,704
2012,Maryland,Kidney disease,704
2004,Indiana,Suicide,704
2013,Nebraska,Unintentional injuries,703
2008,Idaho,CLRD,703
2007,Kansas,Diabetes,702
2009,Iowa,Diabetes,702
2003,Utah,Unintentional injuries,702
2014,Mississippi,Kidney disease,701
2014,Colorado,Influenza and pneumonia,701
2013,Kentucky,Suicide,701
2015,Arkansas,Influenza and pneumonia,700
2010,Nebraska,Unintentional injuries,700
2009,Mississippi,Kidney disease,700
1999,Missouri,Suicide,700
2004,Iowa,Diabetes,700
2004,Maryland,Kidney disease,699
2016,Connecticut,Diabetes,699
2012,Idaho,Unintentional injuries,699
2000,Missouri,Suicide,699
2000,South Carolina,Influenza and pneumonia,699
2002,Kansas,Influenza and pneumonia,698
2013,Oregon,Suicide,698
2004,Utah,Unintentional injuries,697
2007,Mississippi,Kidney disease,697
2004,Colorado,Diabetes,696
2011,Connecticut,Influenza and pneumonia,696
2009,Connecticut,Influenza and pneumonia,696
2013,South Carolina,Suicide,696
2003,Nebraska,Unintentional injuries,696
2011,Minnesota,Kidney disease,696
1999,Oregon,Influenza and pneumonia,695
2003,Kansas,Influenza and pneumonia,694
2008,Connecticut,Influenza and pneumonia,694
2005,Maine,Stroke,693
2002,Missouri,Suicide,693
2011,Oklahoma,Suicide,693
2012,Mississippi,Kidney disease,692
2012,Iowa,Diabetes,692
2011,Connecticut,Diabetes,692
1999,Connecticut,Diabetes,691
1999,Arkansas,Diabetes,691
2008,Montana,CLRD,691
2004,Kansas,Diabetes,690
1999,South Carolina,Alzheimer's disease,690
2011,Arizona,Influenza and pneumonia,690
2016,South Carolina,Influenza and pneumonia,690
2014,Maine,Unintentional injuries,690
2013,New Mexico,Stroke,689
2001,Alaska,Cancer,689
2011,New Jersey,Suicide,689
2008,New Hampshire,CLRD,688
2005,Hawaii,Stroke,688
2016,New Jersey,Suicide,687
2014,Nevada,Influenza and pneumonia,687
2016,Nevada,Alzheimer's disease,686
2014,Minnesota,Suicide,686
2005,Arkansas,Alzheimer's disease,686
2010,Oregon,Suicide,685
2014,Connecticut,Diabetes,685
1999,Kentucky,Kidney disease,685
1999,Iowa,Diabetes,684
2016,New Hampshire,CLRD,684
2004,Connecticut,Alzheimer's disease,684
2015,Kansas,Diabetes,684
2000,Indiana,Suicide,683
2012,Arizona,Influenza and pneumonia,683
1999,Louisiana,Alzheimer's disease,683
2012,New Jersey,Suicide,683
2009,Nebraska,Unintentional injuries,683
2000,Connecticut,Diabetes,683
2006,Nebraska,Unintentional injuries,683
2011,Minnesota,Suicide,683
2006,Idaho,Unintentional injuries,682
2015,Kansas,Influenza and pneumonia,682
2016,Idaho,Stroke,682
2001,Oklahoma,Alzheimer's disease,682
1999,Maryland,Alzheimer's disease,681
2003,Mississippi,Diabetes,680
2009,Arkansas,Kidney disease,680
2004,Tennessee,Kidney disease,680
2011,Minnesota,Influenza and pneumonia,680
2014,New Hampshire,CLRD,680
2015,Montana,CLRD,679
2014,Louisiana,Suicide,679
2010,Alabama,Suicide,679
2003,Missouri,Suicide,679
2013,Minnesota,Suicide,678
2008,Colorado,Influenza and pneumonia,678
2011,Nebraska,Unintentional injuries,678
2016,New Mexico,Diabetes,678
1999,Wisconsin,Kidney disease,677
2012,New Mexico,Stroke,677
2005,Mississippi,Diabetes,677
2016,Louisiana,Suicide,677
2006,Colorado,Diabetes,677
2003,Tennessee,Kidney disease,677
1999,Kansas,Influenza and pneumonia,676
2014,Minnesota,Kidney disease,676
2003,Kansas,Diabetes,676
2003,Mississippi,Kidney disease,676
2000,Mississippi,Diabetes,676
1999,Tennessee,Kidney disease,675
2011,Kentucky,Suicide,675
2016,Rhode Island,Unintentional injuries,675
2016,Hawaii,Stroke,675
2002,Connecticut,Diabetes,675
2012,New Hampshire,CLRD,674
2012,Minnesota,Influenza and pneumonia,674
2007,Nebraska,Unintentional injuries,674
2006,Utah,Stroke,674
2012,Arkansas,Kidney disease,674
2012,South Carolina,Suicide,673
2006,Mississippi,Kidney disease,673
2007,New Mexico,Diabetes,673
2009,Alabama,Suicide,673
2014,Arkansas,Kidney disease,672
2002,Mississippi,Diabetes,671
2009,Hawaii,Stroke,671
2010,Utah,CLRD,671
2008,Maine,Stroke,671
2014,New Mexico,Diabetes,671
2006,Wisconsin,Suicide,670
2009,Idaho,Unintentional injuries,670
2006,Maine,Stroke,670
2012,Oklahoma,Suicide,670
1999,New Hampshire,Stroke,669
2005,Minnesota,Kidney disease,669
2004,Minnesota,Kidney disease,669
2012,Minnesota,Kidney disease,669
2000,Kansas,Diabetes,668
2014,Montana,CLRD,668
1999,Nebraska,Unintentional injuries,668
2013,New Hampshire,CLRD,668
2001,Colorado,Diabetes,667
2015,Connecticut,Influenza and pneumonia,667
2005,Mississippi,Kidney disease,667
2002,Oregon,Influenza and pneumonia,666
2005,Colorado,Influenza and pneumonia,666
2007,Arkansas,Kidney disease,666
2007,Idaho,CLRD,666
2003,Connecticut,Diabetes,665
2000,Utah,Unintentional injuries,665
2013,Oklahoma,Suicide,665
2007,Kansas,Influenza and pneumonia,665
2006,Hawaii,Stroke,665
2004,Mississippi,Diabetes,665
2013,Connecticut,Diabetes,664
2008,Oklahoma,Kidney disease,664
2011,Mississippi,Kidney disease,664
2007,Maine,Stroke,664
2012,Iowa,Influenza and pneumonia,664
2012,Utah,CLRD,663
2016,Maine,Stroke,663
2004,Wisconsin,Suicide,662
2008,West Virginia,Alzheimer's disease,662
2004,Mississippi,Kidney disease,662
2010,Connecticut,Diabetes,662
2000,New Hampshire,Stroke,662
2001,Mississippi,Diabetes,661
2009,Iowa,Influenza and pneumonia,661
2000,Minnesota,Kidney disease,661
2011,Iowa,Influenza and pneumonia,660
2015,Colorado,Influenza and pneumonia,659
2002,Colorado,Diabetes,659
2011,South Carolina,Suicide,658
2009,Colorado,Influenza and pneumonia,658
2011,Oregon,Suicide,656
2012,Minnesota,Suicide,656
2014,Hawaii,Stroke,655
2010,Kansas,Diabetes,655
2011,Alabama,Suicide,654
2003,Minnesota,Kidney disease,654
2007,Mississippi,Diabetes,654
2013,Kansas,Diabetes,654
2010,Idaho,Unintentional injuries,654
2013,Minnesota,Kidney disease,653
2015,Connecticut,Diabetes,653
2012,New Mexico,Diabetes,652
2009,New Hampshire,CLRD,652
2001,Colorado,Influenza and pneumonia,650
1999,Kansas,Diabetes,650
2011,New Hampshire,CLRD,650
2016,Nevada,Suicide,650
1999,Utah,Unintentional injuries,650
2007,Kentucky,Suicide,649
2008,Idaho,Unintentional injuries,649
2002,Minnesota,Kidney disease,649
2015,Rhode Island,Unintentional injuries,649
2006,Kansas,Influenza and pneumonia,647
2013,Montana,CLRD,647
2003,Wisconsin,Suicide,647
2011,Kansas,Influenza and pneumonia,647
2010,Arkansas,Influenza and pneumonia,647
2011,Utah,CLRD,647
